influencer_id,name,platform_primary,platform_primary_score,persona,demography_usia,demography_gender,demography_income,psychography_lifestyle,psychography_personality,psychography_main_value,trending_status,likeability_sentiment,campaign_success_signif,similarity_tags,has_relevant_history,random_endorse_rate,behavior_consistency,expertise
INF145,Adrian Maulana,Instagram,83,"['Travel','Adventure','Lifestyle']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Adventurous','Modern']","['Curious','Friendly']",Exploration,True,Positive,False,"['Travel','Explorer']",False,0.22,True,False
INF148,Backpacker Tampan,Instagram,66,"['Travel','Adventure','Lifestyle']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Adventurous','Modern']","['Curious','Friendly']",Exploration,True,Positive,False,"['Travel','Explorer']",False,0.21,True,False
INF150,Mira Lesmana,Instagram,71,"['Media','Film','Writing']",Generasi X,Perempuan,Menengah ke atas,"['Adventurous','Modern']","['Curious','Friendly']",Exploration,True,Positive,False,"['Travel','Explorer']",False,0.32,True,False
INF152,Oki Setiana Dewi,Instagram,83,"['Religion','Spiritual','Leader']",Generasi Milenial,Perempuan,Menengah ke atas,"['Adventurous','Modern']","['Curious','Friendly']",Exploration,True,Positive,False,"['Travel','Explorer']",False,0.73,True,False
INF154,Jess no Limit,YouTube,69,"['Gaming','Esports','Content Creator']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Competitive']","['Energetic','Strategic']",Achievement,True,Positive,True,"['Mobile Legends','Gamer']",True,0.32,True,True
INF155,Frost Diamond,YouTube,74,"['Gaming','Esports','Content Creator']",Generasi Z,Laki-laki,Menengah,"['Modern','Fun']","['Energetic','Creative']",Fun,True,Positive,False,"['Minecraft','Gamer']",False,0.8,True,False
INF156,MiawAug,YouTube,73,"['Gaming','Esports','Content Creator']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Fun']","['Energetic','Creative']",Fun,True,Positive,False,"['YouTuber','Gamer']",False,0.71,True,False
INF157,Windah Basudara,YouTube,73,"['Gaming','Esports','Content Creator']",Generasi Z,Laki-laki,Menengah,"['Modern','Fun']","['Energetic','Creative']",Fun,True,Positive,False,"['Streamer','Gamer']",False,0.72,True,False
INF158,Jonathan Liandi,YouTube,73,"['Gaming','Esports','Content Creator']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Competitive']","['Energetic','Strategic']",Achievement,True,Positive,True,"['Mobile Legends','Gamer']",True,0.82,True,True
INF159,BTR Zuxxy,YouTube,76,"['Gaming','Esports','Pro Player']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Competitive']","['Strategic','Ambitious']",Achievement,True,Positive,True,"['PUBG','Pro Player']",True,0.21,True,True
INF160,EVOS Reza,YouTube,83,"['Gaming','Esports','Pro Player']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Competitive']","['Strategic','Ambitious']",Achievement,True,Positive,True,"['Free Fire','Pro Player']",True,0.55,True,True
INF161,Donkey,YouTube,70,"['Gaming','Esports','Content Creator']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Fun']","['Energetic','Creative']",Fun,True,Positive,False,"['Mobile Legends','Streamer']",False,0.59,True,False
INF164,Kayes,YouTube,76,"['Gaming','Esports','Content Creator']",Generasi Z,Perempuan,Menengah ke atas,"['Modern','Fun']","['Energetic','Creative']",Fun,True,Positive,False,"['Streamer','Gamer']",False,0.76,True,False
INF165,Xinn,YouTube,79,"['Gaming','Esports','Pro Player']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Competitive']","['Strategic','Ambitious']",Achievement,True,Positive,True,"['Mobile Legends','Pro Player']",True,0.62,True,True
INF166,Oura Gaming,YouTube,82,"['Gaming','Esports','Content Creator']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Fun']","['Energetic','Creative']",Fun,True,Positive,True,"['Mobile Legends','Streamer']",True,0.89,True,True
INF167,BTR Luxxy,YouTube,62,"['Gaming','Esports','Pro Player']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Competitive']","['Strategic','Ambitious']",Achievement,True,Positive,True,"['PUBG','Pro Player']",True,0.22,True,True
INF168,Leokoce,YouTube,81,"['Gaming','Esports','Content Creator']",Generasi Z,Laki-laki,Menengah,"['Modern','Fun']","['Energetic','Creative']",Fun,True,Positive,False,"['Streamer','Gamer']",False,0.56,True,False
INF169,Sarah Viloid,YouTube,84,"['Gaming','Esports','Content Creator']",Generasi Z,Perempuan,Menengah ke atas,"['Modern','Fun']","['Energetic','Creative']",Fun,True,Positive,False,"['Streamer','Gamer']",False,0.85,True,False
INF170,Rekt,YouTube,75,"['Gaming','Esports','Pro Player']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Competitive']","['Strategic','Ambitious']",Achievement,True,Positive,True,"['Mobile Legends','Pro Player']",True,0.37,True,True
INF171,Hanan Attaki,YouTube,68,"['Religion','Spiritual','Leader']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Religious','Modern']","['Wise','Inspiring']",Faith,True,Positive,True,"['Ustadz','Dakwah']",True,0.34,True,True
INF172,Adi Hidayat,YouTube,78,"['Religion','Spiritual','Leader']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Religious','Modern']","['Wise','Inspiring']",Faith,True,Positive,True,"['Ustadz','Dakwah']",True,0.69,True,True
INF173,Abdul Somad,YouTube,69,"['Religion','Spiritual','Leader']",Generasi X,Laki-laki,Menengah ke atas,"['Religious','Modern']","['Wise','Inspiring']",Faith,True,Positive,True,"['Ustadz','Dakwah']",True,0.46,True,True
INF174,Gus Baha,YouTube,81,"['Religion','Spiritual','Leader']",Generasi X,Laki-laki,Menengah ke atas,"['Religious','Traditional']","['Wise','Calm']",Wisdom,True,Positive,True,"['Ulama','Dakwah']",True,0.66,True,True
INF175,Yusuf Mansur,YouTube,79,"['Religion','Spiritual','Leader']",Generasi X,Laki-laki,Menengah ke atas,"['Religious','Modern']","['Wise','Inspiring']",Faith,True,Positive,True,"['Ustadz','Dakwah']",True,0.95,True,True
INF176,Salim A. Fillah,YouTube,68,"['Religion','Spiritual','Leader']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Religious','Modern']","['Wise','Inspiring']",Faith,True,Positive,True,"['Ustadz','Dakwah']",True,0.87,True,True
INF177,Habib Jindan,YouTube,62,"['Religion','Spiritual','Leader']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Religious','Traditional']","['Wise','Calm']",Wisdom,True,Positive,True,"['Habib','Dakwah']",True,0.47,True,True
INF178,Habib Novel Alaydrus,YouTube,72,"['Religion','Spiritual','Leader']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Religious','Traditional']","['Wise','Calm']",Wisdom,True,Positive,True,"['Habib','Dakwah']",True,0.84,True,True
INF179,Buya Yahya,YouTube,67,"['Religion','Spiritual','Leader']",Generasi X,Laki-laki,Menengah ke atas,"['Religious','Traditional']","['Wise','Calm']",Wisdom,True,Positive,True,"['Ulama','Dakwah']",True,0.24,True,True
INF180,Habib Rizieq,YouTube,60,"['Religion','Spiritual','Leader']",Generasi X,Laki-laki,Menengah ke atas,"['Religious','Traditional']","['Wise','Inspiring']",Faith,True,Positive,True,"['Habib','Dakwah']",True,0.41,True,True
INF181,KH. Cholil Nafis,YouTube,78,"['Religion','Spiritual','Leader']",Generasi X,Laki-laki,Menengah ke atas,"['Religious','Modern']","['Wise','Inspiring']",Faith,True,Positive,True,"['Ulama','Dakwah']",True,0.35,True,True
INF182,Hilman Fauzi,YouTube,83,"['Religion','Spiritual','Leader']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Religious','Modern']","['Wise','Inspiring']",Faith,True,Positive,True,"['Ustadz','Dakwah']",True,0.31,True,True
INF183,Syafiq Riza Basalamah,YouTube,81,"['Religion','Spiritual','Leader']",Generasi X,Laki-laki,Menengah ke atas,"['Religious','Modern']","['Wise','Inspiring']",Faith,True,Positive,True,"['Ustadz','Dakwah']",True,0.82,True,True
INF188,Ernest Prakasa,Instagram,67,"['Media','Comedy','Writing']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Modern','Creative']","['Humorous','Critical']",Creativity,True,Positive,True,"['Komika','Penulis']",True,0.65,True,True
INF189,Joko Anwar,Instagram,83,"['Media','Film','Writing']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Modern','Creative']","['Creative','Critical']",Creativity,True,Positive,True,"['Sutradara','Penulis']",True,0.58,True,True
INF191,Dandhy Laksono,Instagram,61,"['Media','Journalism','Documentary']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Modern','Intellectual']","['Critical','Informative']",Knowledge,True,Positive,True,"['Jurnalis','Dokumenter']",True,0.74,True,True
INF192,Gina S. Noer,Instagram,82,"['Media','Film','Writing']",Generasi Milenial,Perempuan,Menengah ke atas,"['Modern','Creative']","['Creative','Critical']",Creativity,True,Positive,True,"['Penulis','Sutradara']",True,0.35,True,True
INF193,Remy Sylado,Instagram,81,"['Media','Writing','Literature']",Generasi X,Laki-laki,Menengah ke atas,"['Intellectual','Creative']","['Critical','Creative']",Wisdom,True,Positive,True,"['Sastrawan','Penulis']",True,0.44,True,True
INF194,Andrea Hirata,Instagram,68,"['Media','Writing','Literature']",Generasi X,Laki-laki,Menengah ke atas,"['Intellectual','Creative']","['Critical','Creative']",Wisdom,True,Positive,True,"['Sastrawan','Penulis']",True,0.81,True,True
INF195,Leila S. Chudori,Instagram,70,"['Media','Writing','Literature']",Generasi X,Perempuan,Menengah ke atas,"['Intellectual','Creative']","['Critical','Creative']",Wisdom,True,Positive,True,"['Sastrawan','Penulis']",True,0.8,True,True
INF196,Seno Gumira Ajidarma,Instagram,78,"['Media','Writing','Literature']",Generasi X,Laki-laki,Menengah ke atas,"['Intellectual','Creative']","['Critical','Creative']",Wisdom,True,Positive,True,"['Sastrawan','Penulis']",True,0.33,True,True
INF197,Wira Nagara,Instagram,60,"['Media','Writing','Literature']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Intellectual','Creative']","['Critical','Creative']",Wisdom,True,Positive,True,"['Sastrawan','Penulis']",True,0.79,True,True
INF198,Pandji Pragiwaksono,Instagram,68,"['Media','Comedy','Writing']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Modern','Creative']","['Humorous','Critical']",Creativity,True,Positive,True,"['Komika','Penulis']",True,0.75,True,True
INF199,Windy Ariestanty,Instagram,70,"['Media','Writing','Literature']",Generasi Milenial,Perempuan,Menengah ke atas,"['Intellectual','Creative']","['Critical','Creative']",Wisdom,True,Positive,True,"['Sastrawan','Penulis']",True,0.23,True,True
INF200,Intan Paramaditha,Instagram,62,"['Media','Writing','Literature']",Generasi Milenial,Perempuan,Menengah ke atas,"['Intellectual','Creative']","['Critical','Creative']",Wisdom,True,Positive,True,"['Sastrawan','Penulis']",True,0.65,True,True
INF201,Merry Riana,Instagram,77,"['Media','Motivation','Writing']",Generasi Milenial,Perempuan,Menengah ke atas,"['Modern','Motivational']","['Inspiring','Smart']",Empowerment,True,Positive,True,"['Motivator','Penulis']",True,0.79,True,True
