influencer_id,name,platform_primary,platform_primary_score,persona,demography_usia,demography_gender,demography_income,psychography_lifestyle,psychography_personality,psychography_main_value,familiarity_media_pct,trending_status,likeability_sentiment,campaign_success_signif,engagement_rate_pct,similarity_tags,has_relevant_history,random_endorse_rate,behavior_consistency,expertise
INF113,Hanifa Ambadar,Instagram,NULL,"['Business','Entrepreneur','Motivation']",Generasi Milenial,Perempuan,Menengah ke atas,"['Entrepreneur','Modern']","['Ambitious','Inspiring']","Empowerment",NULL,TRUE,Positive,TRUE,NULL,"['Bisnis','Motivator']",TRUE,NULL,TRUE,TRUE
INF117,Rendy Saputra,Instagram,NULL,"['Business','Entrepreneur','Motivation']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Entrepreneur','Modern']","['Ambitious','Inspiring']","Empowerment",NULL,TRUE,Positive,TRUE,NULL,"['Bisnis','Motivator']",TRUE,NULL,TRUE,TRUE
INF118,Agung Hapsah,YouTube,NULL,"['Business','Tech','Content Creator']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Tech']","['Creative','Smart']","Innovation",NULL,TRUE,Positive,TRUE,NULL,"['Teknologi','YouTuber']",TRUE,NULL,TRUE,TRUE
INF119,Irfan Amalee,Instagram,NULL,"['Business','Education','Motivation']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Entrepreneur','Modern']","['Smart','Inspiring']","Empowerment",NULL,TRUE,Positive,TRUE,NULL,"['Edukasi','Motivator']",TRUE,NULL,TRUE,TRUE
INF120,Sibungbung,Instagram,NULL,"['Culinary','Food','Creator']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Modern','Culinary']","['Creative','Friendly']","Creativity",NULL,TRUE,Positive,FALSE,NULL,"['Kuliner','Foodblogger']",FALSE,NULL,TRUE,FALSE
INF121,Nana Koot,Instagram,NULL,"['Culinary','Food','Creator']",Generasi Milenial,Perempuan,Menengah ke atas,"['Modern','Culinary']","['Creative','Friendly']","Creativity",NULL,TRUE,Positive,FALSE,NULL,"['Kuliner','Foodblogger']",FALSE,NULL,TRUE,FALSE
INF122,Vindy Lee,Instagram,NULL,"['Culinary','Food','Chef']",Generasi Milenial,Perempuan,Menengah ke atas,"['Modern','Culinary']","['Creative','Talented']","Creativity",NULL,TRUE,Positive,TRUE,NULL,"['Chef','Kuliner']",TRUE,NULL,TRUE,TRUE
INF123,Chef Arnold,Instagram,NULL,"['Culinary','Food','Chef']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Modern','Culinary']","['Creative','Talented']","Creativity",NULL,TRUE,Positive,TRUE,NULL,"['Chef','Kuliner']",TRUE,NULL,TRUE,TRUE
INF124,Farah Quinn,Instagram,NULL,"['Culinary','Food','Chef']",Generasi Milenial,Perempuan,Menengah ke atas,"['Modern','Culinary']","['Creative','Talented']","Creativity",NULL,TRUE,Positive,TRUE,NULL,"['Chef','Kuliner']",TRUE,NULL,TRUE,TRUE
INF125,William Gozali,Instagram,NULL,"['Culinary','Food','Chef']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Modern','Culinary']","['Creative','Talented']","Creativity",NULL,TRUE,Positive,TRUE,NULL,"['Chef','Kuliner']",TRUE,NULL,TRUE,TRUE
INF126,Chandra Yudasswara,Instagram,NULL,"['Culinary','Food','Chef']",Generasi X,Laki-laki,Menengah ke atas,"['Modern','Culinary']","['Creative','Talented']","Creativity",NULL,TRUE,Positive,TRUE,NULL,"['Chef','Kuliner']",TRUE,NULL,TRUE,TRUE
INF127,Devina Hermawan,Instagram,NULL,"['Culinary','Food','Chef']",Generasi Milenial,Perempuan,Menengah ke atas,"['Modern','Culinary']","['Creative','Talented']","Creativity",NULL,TRUE,Positive,TRUE,NULL,"['Chef','Kuliner']",TRUE,NULL,TRUE,TRUE
INF130,Yuda Bustara,Instagram,NULL,"['Culinary','Food','Chef']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Modern','Culinary']","['Creative','Talented']","Creativity",NULL,TRUE,Positive,TRUE,NULL,"['Chef','Kuliner']",TRUE,NULL,TRUE,TRUE
INF133,Tasya Farasya,YouTube,NULL,"['Beauty','Fashion','Lifestyle']",Generasi Milenial,Perempuan,Menengah ke atas,"['Modern','Culinary']","['Creative','Friendly']","Creativity",NULL,TRUE,Positive,FALSE,NULL,"['Kuliner','Foodblogger']",FALSE,NULL,TRUE,FALSE
INF135,Bara Pattiradjawane,Instagram,NULL,"['Culinary','Food','Chef']",Generasi X,Laki-laki,Menengah ke atas,"['Modern','Culinary']","['Creative','Talented']","Creativity",NULL,TRUE,Positive,TRUE,NULL,"['Chef','Kuliner']",TRUE,NULL,TRUE,TRUE
INF136,My Fun FooDiary,Instagram,NULL,"['Culinary','Food','Creator']",Generasi Milenial,Perempuan,Menengah ke atas,"['Modern','Culinary']","['Creative','Friendly']","Creativity",NULL,TRUE,Positive,FALSE,NULL,"['Kuliner','Foodblogger']",FALSE,NULL,TRUE,FALSE
INF140,Kadek Arini,Instagram,NULL,"['Travel','Adventure','Lifestyle']",Generasi Milenial,Perempuan,Menengah ke atas,"['Adventurous','Modern']","['Curious','Friendly']","Exploration",NULL,TRUE,Positive,FALSE,NULL,"['Travel','Explorer']",FALSE,NULL,TRUE,FALSE
INF142,Vina Muliana,Instagram,NULL,"['Business','Entrepreneur','Motivation']",FALSE,NULL,TRUE,FALSE
INF143,Marischka Prudence,Instagram,NULL,"['Travel','Adventure','Lifestyle']",Generasi Milenial,Perempuan,Menengah ke atas,"['Adventurous','Modern']","['Curious','Friendly']","Exploration",NULL,TRUE,Positive,FALSE,NULL,"['Travel','Explorer']",FALSE,NULL,TRUE,FALSE
INF144,Trinity Traveler,Instagram,NULL,"['Travel','Adventure','Lifestyle']",Generasi Milenial,Perempuan,Menengah ke atas,"['Adventurous','Modern']","['Curious','Friendly']","Exploration",NULL,TRUE,Positive,FALSE,NULL,"['Travel','Explorer']",FALSE,NULL,TRUE,FALSE
INF145,Adrian Maulana,Instagram,NULL,"['Travel','Adventure','Lifestyle']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Adventurous','Modern']","['Curious','Friendly']","Exploration",NULL,TRUE,Positive,FALSE,NULL,"['Travel','Explorer']",FALSE,NULL,TRUE,FALSE
INF148,Backpacker Tampan,Instagram,NULL,"['Travel','Adventure','Lifestyle']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Adventurous','Modern']","['Curious','Friendly']","Exploration",NULL,TRUE,Positive,FALSE,NULL,"['Travel','Explorer']",FALSE,NULL,TRUE,FALSE
INF150,Mira Lesmana,Instagram,NULL,"['Media','Film','Writing']",Generasi X,Perempuan,Menengah ke atas,"['Adventurous','Modern']","['Curious','Friendly']","Exploration",NULL,TRUE,Positive,FALSE,NULL,"['Travel','Explorer']",FALSE,NULL,TRUE,FALSE
INF152,Oki Setiana Dewi,Instagram,NULL,"['Religion','Spiritual','Leader']",Generasi Milenial,Perempuan,Menengah ke atas,"['Adventurous','Modern']","['Curious','Friendly']","Exploration",NULL,TRUE,Positive,FALSE,NULL,"['Travel','Explorer']",FALSE,NULL,TRUE,FALSE
INF154,Jess no Limit,YouTube,NULL,"['Gaming','Esports','Content Creator']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Competitive']","['Energetic','Strategic']","Achievement",NULL,TRUE,Positive,TRUE,NULL,"['Mobile Legends','Gamer']",TRUE,NULL,TRUE,TRUE
INF155,Frost Diamond,YouTube,NULL,"['Gaming','Esports','Content Creator']",Generasi Z,Laki-laki,Menengah,"['Modern','Fun']","['Energetic','Creative']","Fun",NULL,TRUE,Positive,FALSE,NULL,"['Minecraft','Gamer']",FALSE,NULL,TRUE,FALSE
INF156,MiawAug,YouTube,NULL,"['Gaming','Esports','Content Creator']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Fun']","['Energetic','Creative']","Fun",NULL,TRUE,Positive,FALSE,NULL,"['YouTuber','Gamer']",FALSE,NULL,TRUE,FALSE
INF157,Windah Basudara,YouTube,NULL,"['Gaming','Esports','Content Creator']",Generasi Z,Laki-laki,Menengah,"['Modern','Fun']","['Energetic','Creative']","Fun",NULL,TRUE,Positive,FALSE,NULL,"['Streamer','Gamer']",FALSE,NULL,TRUE,FALSE
INF158,Jonathan Liandi,YouTube,NULL,"['Gaming','Esports','Content Creator']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Competitive']","['Energetic','Strategic']","Achievement",NULL,TRUE,Positive,TRUE,NULL,"['Mobile Legends','Gamer']",TRUE,NULL,TRUE,TRUE
INF159,BTR Zuxxy,YouTube,NULL,"['Gaming','Esports','Pro Player']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Competitive']","['Strategic','Ambitious']","Achievement",NULL,TRUE,Positive,TRUE,NULL,"['PUBG','Pro Player']",TRUE,NULL,TRUE,TRUE
INF160,EVOS Reza,YouTube,NULL,"['Gaming','Esports','Pro Player']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Competitive']","['Strategic','Ambitious']","Achievement",NULL,TRUE,Positive,TRUE,NULL,"['Free Fire','Pro Player']",TRUE,NULL,TRUE,TRUE
INF161,Donkey,YouTube,NULL,"['Gaming','Esports','Content Creator']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Fun']","['Energetic','Creative']","Fun",NULL,TRUE,Positive,FALSE,NULL,"['Mobile Legends','Streamer']",FALSE,NULL,TRUE,FALSE
INF164,Kayes,YouTube,NULL,"['Gaming','Esports','Content Creator']",Generasi Z,Perempuan,Menengah ke atas,"['Modern','Fun']","['Energetic','Creative']","Fun",NULL,TRUE,Positive,FALSE,NULL,"['Streamer','Gamer']",FALSE,NULL,TRUE,FALSE
INF165,Xinn,YouTube,NULL,"['Gaming','Esports','Pro Player']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Competitive']","['Strategic','Ambitious']","Achievement",NULL,TRUE,Positive,TRUE,NULL,"['Mobile Legends','Pro Player']",TRUE,NULL,TRUE,TRUE
INF166,Oura Gaming,YouTube,NULL,"['Gaming','Esports','Content Creator']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Fun']","['Energetic','Creative']","Fun",NULL,TRUE,Positive,TRUE,NULL,"['Mobile Legends','Streamer']",TRUE,NULL,TRUE,TRUE
INF167,BTR Luxxy,YouTube,NULL,"['Gaming','Esports','Pro Player']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Competitive']","['Strategic','Ambitious']","Achievement",NULL,TRUE,Positive,TRUE,NULL,"['PUBG','Pro Player']",TRUE,NULL,TRUE,TRUE
INF168,Leokoce,YouTube,NULL,"['Gaming','Esports','Content Creator']",Generasi Z,Laki-laki,Menengah,"['Modern','Fun']","['Energetic','Creative']","Fun",NULL,TRUE,Positive,FALSE,NULL,"['Streamer','Gamer']",FALSE,NULL,TRUE,FALSE
INF169,Sarah Viloid,YouTube,NULL,"['Gaming','Esports','Content Creator']",Generasi Z,Perempuan,Menengah ke atas,"['Modern','Fun']","['Energetic','Creative']","Fun",NULL,TRUE,Positive,FALSE,NULL,"['Streamer','Gamer']",FALSE,NULL,TRUE,FALSE
INF170,Rekt,YouTube,NULL,"['Gaming','Esports','Pro Player']",Generasi Z,Laki-laki,Menengah ke atas,"['Modern','Competitive']","['Strategic','Ambitious']","Achievement",NULL,TRUE,Positive,TRUE,NULL,"['Mobile Legends','Pro Player']",TRUE,NULL,TRUE,TRUE
INF171,Hanan Attaki,YouTube,NULL,"['Religion','Spiritual','Leader']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Religious','Modern']","['Wise','Inspiring']","Faith",NULL,TRUE,Positive,TRUE,NULL,"['Ustadz','Dakwah']",TRUE,NULL,TRUE,TRUE
INF172,Adi Hidayat,YouTube,NULL,"['Religion','Spiritual','Leader']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Religious','Modern']","['Wise','Inspiring']","Faith",NULL,TRUE,Positive,TRUE,NULL,"['Ustadz','Dakwah']",TRUE,NULL,TRUE,TRUE
INF173,Abdul Somad,YouTube,NULL,"['Religion','Spiritual','Leader']",Generasi X,Laki-laki,Menengah ke atas,"['Religious','Modern']","['Wise','Inspiring']","Faith",NULL,TRUE,Positive,TRUE,NULL,"['Ustadz','Dakwah']",TRUE,NULL,TRUE,TRUE
INF174,Gus Baha,YouTube,NULL,"['Religion','Spiritual','Leader']",Generasi X,Laki-laki,Menengah ke atas,"['Religious','Traditional']","['Wise','Calm']","Wisdom",NULL,TRUE,Positive,TRUE,NULL,"['Ulama','Dakwah']",TRUE,NULL,TRUE,TRUE
INF175,Yusuf Mansur,YouTube,NULL,"['Religion','Spiritual','Leader']",Generasi X,Laki-laki,Menengah ke atas,"['Religious','Modern']","['Wise','Inspiring']","Faith",NULL,TRUE,Positive,TRUE,NULL,"['Ustadz','Dakwah']",TRUE,NULL,TRUE,TRUE
INF176,Salim A. Fillah,YouTube,NULL,"['Religion','Spiritual','Leader']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Religious','Modern']","['Wise','Inspiring']","Faith",NULL,TRUE,Positive,TRUE,NULL,"['Ustadz','Dakwah']",TRUE,NULL,TRUE,TRUE
INF177,Habib Jindan,YouTube,NULL,"['Religion','Spiritual','Leader']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Religious','Traditional']","['Wise','Calm']","Wisdom",NULL,TRUE,Positive,TRUE,NULL,"['Habib','Dakwah']",TRUE,NULL,TRUE,TRUE
INF178,Habib Novel Alaydrus,YouTube,NULL,"['Religion','Spiritual','Leader']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Religious','Traditional']","['Wise','Calm']","Wisdom",NULL,TRUE,Positive,TRUE,NULL,"['Habib','Dakwah']",TRUE,NULL,TRUE,TRUE
INF179,Buya Yahya,YouTube,NULL,"['Religion','Spiritual','Leader']",Generasi X,Laki-laki,Menengah ke atas,"['Religious','Traditional']","['Wise','Calm']","Wisdom",NULL,TRUE,Positive,TRUE,NULL,"['Ulama','Dakwah']",TRUE,NULL,TRUE,TRUE
INF180,Habib Rizieq,YouTube,NULL,"['Religion','Spiritual','Leader']",Generasi X,Laki-laki,Menengah ke atas,"['Religious','Traditional']","['Wise','Inspiring']","Faith",NULL,TRUE,Positive,TRUE,NULL,"['Habib','Dakwah']",TRUE,NULL,TRUE,TRUE
INF181,KH. Cholil Nafis,YouTube,NULL,"['Religion','Spiritual','Leader']",Generasi X,Laki-laki,Menengah ke atas,"['Religious','Modern']","['Wise','Inspiring']","Faith",NULL,TRUE,Positive,TRUE,NULL,"['Ulama','Dakwah']",TRUE,NULL,TRUE,TRUE
INF182,Hilman Fauzi,YouTube,NULL,"['Religion','Spiritual','Leader']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Religious','Modern']","['Wise','Inspiring']","Faith",NULL,TRUE,Positive,TRUE,NULL,"['Ustadz','Dakwah']",TRUE,NULL,TRUE,TRUE
INF183,Syafiq Riza Basalamah,YouTube,NULL,"['Religion','Spiritual','Leader']",Generasi X,Laki-laki,Menengah ke atas,"['Religious','Modern']","['Wise','Inspiring']","Faith",NULL,TRUE,Positive,TRUE,NULL,"['Ustadz','Dakwah']",TRUE,NULL,TRUE,TRUE
INF188,Ernest Prakasa,Instagram,NULL,"['Media','Comedy','Writing']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Modern','Creative']","['Humorous','Critical']","Creativity",NULL,TRUE,Positive,TRUE,NULL,"['Komika','Penulis']",TRUE,NULL,TRUE,TRUE
INF189,Joko Anwar,Instagram,NULL,"['Media','Film','Writing']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Modern','Creative']","['Creative','Critical']","Creativity",NULL,TRUE,Positive,TRUE,NULL,"['Sutradara','Penulis']",TRUE,NULL,TRUE,TRUE
INF191,Dandhy Laksono,Instagram,NULL,"['Media','Journalism','Documentary']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Modern','Intellectual']","['Critical','Informative']","Knowledge",NULL,TRUE,Positive,TRUE,NULL,"['Jurnalis','Dokumenter']",TRUE,NULL,TRUE,TRUE
INF192,Gina S. Noer,Instagram,NULL,"['Media','Film','Writing']",Generasi Milenial,Perempuan,Menengah ke atas,"['Modern','Creative']","['Creative','Critical']","Creativity",NULL,TRUE,Positive,TRUE,NULL,"['Penulis','Sutradara']",TRUE,NULL,TRUE,TRUE
INF193,Remy Sylado,Instagram,NULL,"['Media','Writing','Literature']",Generasi X,Laki-laki,Menengah ke atas,"['Intellectual','Creative']","['Critical','Creative']","Wisdom",NULL,TRUE,Positive,TRUE,NULL,"['Sastrawan','Penulis']",TRUE,NULL,TRUE,TRUE
INF194,Andrea Hirata,Instagram,NULL,"['Media','Writing','Literature']",Generasi X,Laki-laki,Menengah ke atas,"['Intellectual','Creative']","['Critical','Creative']","Wisdom",NULL,TRUE,Positive,TRUE,NULL,"['Sastrawan','Penulis']",TRUE,NULL,TRUE,TRUE
INF195,Leila S. Chudori,Instagram,NULL,"['Media','Writing','Literature']",Generasi X,Perempuan,Menengah ke atas,"['Intellectual','Creative']","['Critical','Creative']","Wisdom",NULL,TRUE,Positive,TRUE,NULL,"['Sastrawan','Penulis']",TRUE,NULL,TRUE,TRUE
INF196,Seno Gumira Ajidarma,Instagram,NULL,"['Media','Writing','Literature']",Generasi X,Laki-laki,Menengah ke atas,"['Intellectual','Creative']","['Critical','Creative']","Wisdom",NULL,TRUE,Positive,TRUE,NULL,"['Sastrawan','Penulis']",TRUE,NULL,TRUE,TRUE
INF197,Wira Nagara,Instagram,NULL,"['Media','Writing','Literature']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Intellectual','Creative']","['Critical','Creative']","Wisdom",NULL,TRUE,Positive,TRUE,NULL,"['Sastrawan','Penulis']",TRUE,NULL,TRUE,TRUE
INF198,Pandji Pragiwaksono,Instagram,NULL,"['Media','Comedy','Writing']",Generasi Milenial,Laki-laki,Menengah ke atas,"['Modern','Creative']","['Humorous','Critical']","Creativity",NULL,TRUE,Positive,TRUE,NULL,"['Komika','Penulis']",TRUE,NULL,TRUE,TRUE
INF199,Windy Ariestanty,Instagram,NULL,"['Media','Writing','Literature']",Generasi Milenial,Perempuan,Menengah ke atas,"['Intellectual','Creative']","['Critical','Creative']","Wisdom",NULL,TRUE,Positive,TRUE,NULL,"['Sastrawan','Penulis']",TRUE,NULL,TRUE,TRUE
INF200,Intan Paramaditha,Instagram,NULL,"['Media','Writing','Literature']",Generasi Milenial,Perempuan,Menengah ke atas,"['Intellectual','Creative']","['Critical','Creative']","Wisdom",NULL,TRUE,Positive,TRUE,NULL,"['Sastrawan','Penulis']",TRUE,NULL,TRUE,TRUE
INF201,Merry Riana,Instagram,NULL,"['Media','Motivation','Writing']",Generasi Milenial,Perempuan,Menengah ke atas,"['Modern','Motivational']","['Inspiring','Smart']","Empowerment",NULL,TRUE,Positive,TRUE,NULL,"['Motivator','Penulis']",TRUE,NULL,TRUE,TRUE
